,home_off_pass_ypg,home_def_pass_ypg,home_off_rush_ypg,home_def_rush_ypg,home_off_ppg,home_def_ppg,home_win_pct,away_off_pass_ypg,away_def_pass_ypg,away_off_rush_ypg,away_def_rush_ypg,away_off_ppg,away_def_ppg,away_win_pct
Chiefs_Broncos_8_2018,313.14285714285717,316.57142857142856,124.28571428571429,118.85714285714286,37.142857142857146,26.0,0.8571428571428571,251.28571428571428,229.85714285714286,125.14285714285714,148.14285714285714,23.571428571428573,23.428571428571427,0.42857142857142855
Rams_Packers_8_2018,293.2857142857143,227.28571428571428,153.14285714285714,100.14285714285714,33.57142857142857,18.285714285714285,1.0,317.3333333333333,211.83333333333334,103.66666666666667,116.5,24.666666666666668,24.0,0.5833333333333334
Texans_Dolphins_8_2018,258.42857142857144,237.71428571428572,113.71428571428571,92.14285714285714,22.142857142857142,20.571428571428573,0.5714285714285714,222.28571428571428,268.57142857142856,106.85714285714286,136.71428571428572,21.571428571428573,25.285714285714285,0.5714285714285714
Bills_Patriots_8_2018,129.42857142857142,210.14285714285714,104.57142857142857,110.71428571428571,11.571428571428571,25.0,0.2857142857142857,260.2857142857143,275.85714285714283,120.85714285714286,114.0,30.571428571428573,25.571428571428573,0.7142857142857143
Steelers_Browns_8_2018,329.0,282.3333333333333,88.66666666666667,97.83333333333333,28.5,25.666666666666668,0.5833333333333334,222.42857142857142,278.85714285714283,135.0,134.71428571428572,21.571428571428573,25.285714285714285,0.35714285714285715
Bengals_Buccaneers_8_2018,249.71428571428572,300.7142857142857,86.28571428571429,128.71428571428572,26.285714285714285,29.0,0.5714285714285714,364.0,327.5,85.5,90.0,27.833333333333332,32.666666666666664,0.5
Jaguars_Eagles_8_2018,256.42857142857144,179.71428571428572,98.57142857142857,121.85714285714286,16.571428571428573,20.857142857142858,0.42857142857142855,260.0,269.7142857142857,102.85714285714286,85.71428571428571,22.0,19.714285714285715,0.42857142857142855
Cardinals_49ers_8_2018,156.14285714285714,233.85714285714286,64.57142857142857,148.28571428571428,13.142857142857142,26.285714285714285,0.14285714285714285,222.42857142857142,266.7142857142857,137.42857142857142,105.0,22.571428571428573,31.142857142857142,0.14285714285714285
Panthers_Ravens_8_2018,227.0,260.3333333333333,136.33333333333334,95.0,23.666666666666668,21.833333333333332,0.6666666666666666,291.0,190.42857142857142,96.0,90.14285714285714,25.142857142857142,14.428571428571429,0.5714285714285714
Giants_Redskins_8_2018,276.7142857142857,253.42857142857142,83.71428571428571,113.85714285714286,19.571428571428573,26.428571428571427,0.14285714285714285,218.5,238.33333333333334,119.0,87.33333333333333,21.0,20.166666666666668,0.6666666666666666
Vikings_Saints_8_2018,293.0,256.14285714285717,87.42857142857143,89.71428571428571,25.285714285714285,23.571428571428573,0.6428571428571429,301.5,293.6666666666667,108.33333333333333,72.33333333333333,34.0,27.166666666666668,0.8333333333333334
Bears_Jets_8_2018,250.0,262.5,130.66666666666666,87.5,28.333333333333332,22.333333333333332,0.5,207.57142857142858,266.0,121.85714285714286,105.71428571428571,26.0,25.142857142857142,0.42857142857142855
Lions_Seahawks_8_2018,258.1666666666667,220.83333333333334,122.33333333333333,139.33333333333334,26.166666666666668,26.333333333333332,0.5,197.16666666666666,206.0,127.83333333333333,120.66666666666667,23.833333333333332,19.5,0.5
Seahawks_Chargers_9_2018,202.85714285714286,219.0,134.71428571428572,108.28571428571429,24.428571428571427,18.714285714285715,0.5714285714285714,278.2857142857143,255.85714285714286,124.42857142857143,106.42857142857143,27.857142857142858,23.285714285714285,0.7142857142857143
Bills_Bears_9_2018,149.125,222.75,97.25,106.375,10.875,25.0,0.25,245.14285714285714,246.42857142857142,137.57142857142858,83.14285714285714,27.714285714285715,20.571428571428573,0.5714285714285714
49ers_Raiders_9_2018,214.625,262.5,133.625,102.875,21.625,29.5,0.125,275.7142857142857,262.7142857142857,94.0,144.71428571428572,19.714285714285715,31.142857142857142,0.14285714285714285
Browns_Chiefs_9_2018,215.0,275.625,127.375,138.875,21.125,26.25,0.3125,310.375,304.75,114.875,127.625,36.25,25.625,0.875
Panthers_Buccaneers_9_2018,227.71428571428572,255.14285714285714,138.85714285714286,95.85714285714286,25.428571428571427,21.714285714285715,0.7142857142857143,376.2857142857143,318.42857142857144,91.28571428571429,96.85714285714286,28.714285714285715,33.285714285714285,0.42857142857142855
Patriots_Packers_9_2018,266.625,277.25,115.25,105.5,29.875,23.125,0.75,308.14285714285717,221.71428571428572,104.0,119.14285714285714,25.0,24.714285714285715,0.5
Dolphins_Jets_9_2018,226.25,264.875,108.0,143.125,21.75,27.375,0.5,200.375,259.75,113.75,114.875,24.0,25.0,0.375
Saints_Rams_9_2018,281.85714285714283,300.0,108.0,74.14285714285714,33.42857142857143,26.142857142857142,0.8571428571428571,291.75,230.5,150.875,100.875,33.0,19.375,1.0
Redskins_Falcons_9_2018,212.71428571428572,242.28571428571428,128.0,80.14285714285714,20.857142857142858,19.142857142857142,0.7142857142857143,317.7142857142857,306.7142857142857,83.28571428571429,112.71428571428571,27.142857142857142,30.285714285714285,0.42857142857142855
Broncos_Texans_9_2018,247.625,237.5,133.125,135.75,23.5,24.25,0.375,256.0,239.75,123.0,95.125,24.625,20.875,0.625
Cowboys_Titans_9_2018,183.14285714285714,217.42857142857142,136.85714285714286,96.28571428571429,20.0,17.571428571428573,0.42857142857142855,173.0,226.42857142857142,107.85714285714286,112.28571428571429,15.142857142857142,18.142857142857142,0.42857142857142855
Ravens_Steelers_9_2018,282.625,195.625,96.625,98.125,24.625,17.125,0.5,318.14285714285717,265.2857142857143,100.0,94.42857142857143,29.142857142857142,24.571428571428573,0.6428571428571429
Vikings_Lions_9_2018,298.625,244.625,87.125,91.75,24.625,24.375,0.5625,263.7142857142857,223.14285714285714,109.71428571428571,144.57142857142858,24.428571428571427,26.571428571428573,0.42857142857142855
49ers_Giants_10_2018,219.88888888888889,248.88888888888889,134.66666666666666,102.77777777777777,23.0,26.555555555555557,0.2222222222222222,275.375,244.0,77.875,122.375,18.75,25.625,0.125
Packers_Dolphins_10_2018,300.875,232.75,105.625,119.625,24.0,25.5,0.4375,212.66666666666666,257.8888888888889,103.11111111111111,136.11111111111111,20.77777777777778,25.0,0.5555555555555556
Jets_Bills_10_2018,200.55555555555554,242.44444444444446,110.0,109.22222222222223,22.0,23.666666666666668,0.3333333333333333,151.0,212.0,97.33333333333333,101.66666666666667,10.666666666666666,26.77777777777778,0.2222222222222222
Titans_Patriots_10_2018,178.25,226.25,110.0,107.25,16.75,17.625,0.5,271.44444444444446,274.22222222222223,116.11111111111111,106.77777777777777,30.0,22.444444444444443,0.7777777777777778
Raiders_Chargers_10_2018,258.75,262.625,95.0,144.5,17.625,31.5,0.125,270.375,249.125,128.875,112.375,27.5,22.5,0.75
Bengals_Saints_10_2018,251.5,319.375,92.75,128.375,27.625,29.625,0.625,289.875,311.375,112.125,76.375,34.875,27.25,0.875
Steelers_Panthers_10_2018,313.625,257.625,101.625,90.25,28.375,23.5,0.6875,227.75,250.625,143.875,94.125,27.5,22.5,0.75
Chiefs_Cardinals_10_2018,315.8888888888889,302.6666666666667,117.55555555555556,124.77777777777777,36.333333333333336,25.11111111111111,0.8888888888888888,165.75,224.625,67.5,143.125,13.75,24.875,0.25
Buccaneers_Redskins_10_2018,356.625,307.125,90.125,107.125,28.625,34.375,0.375,222.0,254.125,121.875,89.375,20.0,21.5,0.625
Bears_Lions_10_2018,230.25,236.375,128.375,85.0,29.375,19.125,0.625,248.625,214.625,104.25,142.5,22.5,26.25,0.375
Browns_Falcons_10_2018,222.88888888888889,285.0,124.55555555555556,138.88888888888889,21.11111111111111,27.444444444444443,0.2777777777777778,320.125,304.25,92.125,108.5,28.5,28.25,0.5
Rams_Seahawks_10_2018,302.77777777777777,243.33333333333334,144.33333333333334,105.33333333333333,33.22222222222222,22.22222222222222,0.8888888888888888,202.75,218.5,137.125,114.75,23.5,19.5,0.5
Colts_Jaguars_10_2018,263.875,261.5,117.625,109.875,28.875,26.625,0.375,257.5,190.0,95.0,123.25,16.75,21.25,0.375
Eagles_Cowboys_10_2018,260.25,269.125,106.625,83.75,22.25,19.5,0.5,188.375,217.125,128.75,99.875,19.25,18.875,0.375
Redskins_Texans_11_2018,216.22222222222223,270.1111111111111,121.22222222222223,90.88888888888889,19.555555555555557,19.444444444444443,0.6666666666666666,248.88888888888889,243.44444444444446,120.22222222222223,92.88888888888889,24.0,20.444444444444443,0.6666666666666666
Cardinals_Raiders_11_2018,165.77777777777777,223.22222222222223,70.44444444444444,140.33333333333334,13.777777777777779,25.0,0.2222222222222222,252.55555555555554,258.1111111111111,97.11111111111111,141.0,16.333333333333332,30.22222222222222,0.1111111111111111
Ravens_Bengals_11_2018,273.8888888888889,205.22222222222223,92.66666666666667,99.77777777777777,23.666666666666668,17.77777777777778,0.4444444444444444,242.88888888888889,313.3333333333333,94.66666666666667,141.22222222222223,26.11111111111111,32.0,0.5555555555555556
Bears_Vikings_11_2018,243.33333333333334,235.55555555555554,120.11111111111111,84.0,29.88888888888889,19.444444444444443,0.6666666666666666,282.6666666666667,233.33333333333334,91.66666666666667,88.88888888888889,24.555555555555557,22.666666666666668,0.6111111111111112
Rams_Chiefs_11_2018,303.2,233.1,144.8,122.1,33.5,23.1,0.9,305.5,289.0,117.6,121.7,35.3,24.0,0.9
Colts_Titans_11_2018,266.22222222222223,268.44444444444446,113.55555555555556,107.77777777777777,28.88888888888889,26.555555555555557,0.4444444444444444,184.55555555555554,228.22222222222223,114.44444444444444,99.77777777777777,18.666666666666668,16.77777777777778,0.5555555555555556
Jaguars_Steelers_11_2018,264.8888888888889,200.55555555555554,94.55555555555556,118.55555555555556,17.77777777777778,22.11111111111111,0.3333333333333333,314.22222222222223,245.33333333333334,105.66666666666667,90.77777777777777,31.0,23.22222222222222,0.7222222222222222
Lions_Panthers_11_2018,246.44444444444446,229.44444444444446,101.11111111111111,132.66666666666666,22.444444444444443,27.11111111111111,0.3333333333333333,218.77777777777777,258.22222222222223,138.44444444444446,99.0,26.77777777777778,25.77777777777778,0.6666666666666666
Chargers_Broncos_11_2018,265.0,244.0,127.11111111111111,112.55555555555556,26.666666666666668,20.666666666666668,0.7777777777777778,250.44444444444446,232.44444444444446,126.66666666666667,131.55555555555554,22.77777777777778,23.666666666666668,0.3333333333333333
Saints_Eagles_11_2018,287.1111111111111,296.1111111111111,126.77777777777777,80.11111111111111,36.666666666666664,25.77777777777778,0.8888888888888888,270.22222222222223,265.77777777777777,102.66666666666667,93.44444444444444,22.0,20.333333333333332,0.4444444444444444
Falcons_Cowboys_11_2018,319.1111111111111,294.44444444444446,89.77777777777777,119.88888888888889,27.11111111111111,28.22222222222222,0.4444444444444444,194.0,231.88888888888889,133.44444444444446,96.66666666666667,20.11111111111111,19.0,0.4444444444444444
Seahawks_Packers_11_2018,195.88888888888889,228.33333333333334,152.22222222222223,118.55555555555556,24.333333333333332,21.333333333333332,0.4444444444444444,287.6666666666667,225.0,115.55555555555556,120.88888888888889,24.77777777777778,24.0,0.5
Giants_Buccaneers_11_2018,264.77777777777777,244.66666666666666,80.0,122.55555555555556,19.666666666666668,25.333333333333332,0.2222222222222222,361.22222222222223,291.8888888888889,91.55555555555556,108.11111111111111,25.77777777777778,32.333333333333336,0.3333333333333333
Ravens_Raiders_12_2018,260.1,205.4,110.1,94.6,23.7,18.1,0.5,244.6,245.1,102.6,142.3,17.0,29.3,0.2
Jets_Patriots_12_2018,192.1,242.1,107.3,119.5,20.8,25.4,0.3,268.7,270.3,108.5,111.1,28.0,23.6,0.7
Texans_Titans_12_2018,242.1,234.5,122.1,96.0,23.9,20.5,0.7,183.7,234.9,111.7,100.0,17.8,18.9,0.5
Chargers_Cardinals_12_2018,276.9,241.3,123.9,112.1,26.2,20.9,0.7,162.0,218.2,78.8,141.5,14.5,24.8,0.2
Eagles_Giants_12_2018,257.0,276.5,98.2,101.4,20.5,23.1,0.4,257.9,256.1,88.3,125.4,21.5,26.3,0.3
Lions_Bears_12_2018,243.3,239.6,100.4,125.0,22.2,26.3,0.4,235.0,236.6,122.9,77.8,29.4,19.5,0.7
Colts_Dolphins_12_2018,269.1,259.2,112.4,105.7,29.8,24.9,0.5,207.7,250.3,105.9,142.0,19.9,25.6,0.5
Buccaneers_49ers_12_2018,361.0,282.3,97.5,113.6,26.7,32.9,0.3,222.9,242.0,133.6,102.2,23.0,26.6,0.2
Bengals_Browns_12_2018,239.3,295.6,90.0,153.8,25.6,31.2,0.5,222.2,287.6,133.2,132.1,21.8,26.3,0.35
Broncos_Steelers_12_2018,247.1,247.6,124.8,127.9,22.8,23.5,0.4,312.5,227.2,97.7,99.6,29.9,22.5,0.75
Saints_Falcons_12_2018,295.7,280.3,131.4,77.9,37.8,23.9,0.9,314.6,284.1,88.8,121.1,26.3,27.6,0.4
Panthers_Seahawks_12_2018,230.0,253.9,130.2,98.5,26.0,25.2,0.6,196.8,236.6,154.3,111.5,24.6,21.6,0.5
Bills_Jaguars_12_2018,159.8,202.4,108.8,99.8,13.7,25.1,0.3,244.8,210.2,103.0,109.3,17.6,21.9,0.3
Cowboys_Redskins_12_2018,193.7,236.1,133.3,95.0,20.3,19.0,0.5,210.0,261.2,121.5,95.7,19.7,19.8,0.6
Vikings_Packers_12_2018,279.0,226.0,84.7,94.8,24.1,22.9,0.55,290.0,223.0,108.8,126.1,24.7,24.3,0.45
Giants_Bears_13_2018,259.54545454545456,252.27272727272728,91.72727272727273,125.54545454545455,21.545454545454547,26.181818181818183,0.2727272727272727,234.1818181818182,235.27272727272728,115.18181818181819,80.81818181818181,28.818181818181817,19.181818181818183,0.7272727272727273
Falcons_Ravens_13_2018,316.90909090909093,273.0,83.0909090909091,123.72727272727273,25.454545454545453,27.90909090909091,0.36363636363636365,252.27272727272728,203.27272727272728,122.0909090909091,92.0909090909091,24.636363636363637,18.0,0.5454545454545454
Raiders_Chiefs_13_2018,238.9090909090909,238.63636363636363,99.36363636363636,151.36363636363637,17.0,29.727272727272727,0.18181818181818182,318.45454545454544,297.1818181818182,115.81818181818181,117.54545454545455,36.72727272727273,26.727272727272727,0.8181818181818182
Packers_Cardinals_13_2018,279.27272727272725,232.27272727272728,106.36363636363636,122.9090909090909,24.0,24.272727272727273,0.4090909090909091,155.1818181818182,219.8181818181818,77.27272727272727,144.8181818181818,14.090909090909092,26.636363636363637,0.18181818181818182
Lions_Rams_13_2018,241.36363636363637,238.36363636363637,101.36363636363636,117.0909090909091,21.636363636363637,26.0,0.36363636363636365,310.09090909090907,252.63636363636363,138.54545454545453,119.9090909090909,35.36363636363637,25.636363636363637,0.9090909090909091
Bengals_Broncos_13_2018,239.63636363636363,292.1818181818182,93.54545454545455,147.45454545454547,25.09090909090909,31.545454545454547,0.45454545454545453,241.36363636363637,266.1818181818182,124.72727272727273,123.0909090909091,22.90909090909091,22.90909090909091,0.45454545454545453
Seahawks_49ers_13_2018,208.1818181818182,238.36363636363637,147.0909090909091,121.36363636363636,25.09090909090909,22.09090909090909,0.5454545454545454,220.27272727272728,247.63636363636363,134.9090909090909,102.72727272727273,21.727272727272727,26.636363636363637,0.18181818181818182
Titans_Jets_13_2018,190.63636363636363,230.0,111.0909090909091,116.45454545454545,17.727272727272727,20.272727272727273,0.45454545454545453,198.63636363636363,245.8181818181818,104.27272727272727,128.1818181818182,20.09090909090909,25.545454545454547,0.2727272727272727
Steelers_Chargers_13_2018,325.1818181818182,223.27272727272728,95.63636363636364,101.81818181818181,28.727272727272727,22.636363636363637,0.6818181818181818,273.1818181818182,227.27272727272728,128.8181818181818,107.54545454545455,27.90909090909091,19.90909090909091,0.7272727272727273
Cowboys_Saints_13_2018,199.54545454545453,237.45454545454547,134.45454545454547,93.63636363636364,21.272727272727273,19.363636363636363,0.5454545454545454,283.54545454545456,285.72727272727275,133.0909090909091,73.18181818181819,37.18181818181818,23.272727272727273,0.9090909090909091
Dolphins_Bills_13_2018,207.0909090909091,258.1818181818182,106.54545454545455,139.8181818181818,20.272727272727273,25.727272727272727,0.45454545454545453,159.8181818181818,193.72727272727272,114.0909090909091,111.27272727272727,14.636363636363637,24.727272727272727,0.36363636363636365
Texans_Browns_13_2018,236.54545454545453,236.8181818181818,136.54545454545453,96.81818181818181,24.818181818181817,20.181818181818183,0.7272727272727273,225.45454545454547,283.54545454545456,128.72727272727272,131.8181818181818,23.0,25.727272727272727,0.4090909090909091
Jaguars_Colts_13_2018,232.27272727272728,205.63636363636363,114.18181818181819,114.54545454545455,17.90909090909091,22.09090909090909,0.2727272727272727,275.27272727272725,253.9090909090909,112.9090909090909,106.36363636363636,29.545454545454547,24.818181818181817,0.5454545454545454
Eagles_Redskins_13_2018,253.0909090909091,276.45454545454544,100.81818181818181,103.63636363636364,20.90909090909091,23.0,0.45454545454545453,213.72727272727272,260.90909090909093,117.72727272727273,100.27272727272727,20.0,20.818181818181817,0.5454545454545454
Buccaneers_Panthers_13_2018,355.8181818181818,274.27272727272725,98.45454545454545,116.72727272727273,26.727272727272727,30.727272727272727,0.36363636363636365,232.36363636363637,260.09090909090907,138.36363636363637,96.36363636363636,26.09090909090909,25.636363636363637,0.5454545454545454
Patriots_Vikings_13_2018,270.0,269.72727272727275,118.18181818181819,107.72727272727273,27.90909090909091,22.636363636363637,0.7272727272727273,283.1818181818182,221.0909090909091,85.27272727272727,93.63636363636364,24.09090909090909,22.363636363636363,0.5909090909090909
Cardinals_Lions_14_2018,153.33333333333334,220.41666666666666,86.0,140.91666666666666,14.583333333333334,25.833333333333332,0.25,238.58333333333334,234.75,101.41666666666667,119.75,21.166666666666668,26.333333333333332,0.3333333333333333
Browns_Panthers_14_2018,239.75,276.3333333333333,120.58333333333333,136.41666666666666,22.166666666666668,26.0,0.375,236.0,256.75,140.83333333333334,96.25,25.333333333333332,25.5,0.5
49ers_Broncos_14_2018,234.08333333333334,240.58333333333334,129.16666666666666,108.16666666666667,21.25,28.0,0.16666666666666666,233.16666666666666,260.8333333333333,132.5,122.08333333333333,23.0,21.833333333333332,0.5
Buccaneers_Saints_14_2018,344.5,274.4166666666667,98.16666666666667,121.0,26.5,29.583333333333332,0.4166666666666667,269.1666666666667,279.3333333333333,127.41666666666667,75.33333333333333,34.916666666666664,22.416666666666668,0.8333333333333334
Seahawks_Vikings_14_2018,204.41666666666666,250.66666666666666,148.83333333333334,116.75,26.583333333333332,21.583333333333332,0.5833333333333334,274.8333333333333,228.58333333333334,86.08333333333333,99.16666666666667,22.916666666666668,22.5,0.5416666666666666
Redskins_Giants_14_2018,206.83333333333334,264.6666666666667,116.58333333333333,102.75,19.416666666666668,21.416666666666668,0.5,254.33333333333334,252.75,95.83333333333333,124.91666666666667,22.25,26.25,0.3333333333333333
Texans_Colts_14_2018,233.25,250.16666666666666,140.75,91.33333333333333,25.166666666666668,19.583333333333332,0.75,271.0,243.75,106.91666666666667,104.08333333333333,27.083333333333332,23.25,0.5
Bears_Rams_14_2018,236.16666666666666,232.08333333333334,115.41666666666667,85.83333333333333,28.666666666666668,20.083333333333332,0.6666666666666666,300.5,248.91666666666666,139.41666666666666,118.41666666666667,34.916666666666664,24.833333333333332,0.9166666666666666
Titans_Jaguars_14_2018,197.5,221.16666666666666,112.66666666666667,119.75,18.416666666666668,20.416666666666668,0.5,223.91666666666666,207.16666666666666,111.25,108.41666666666667,16.916666666666668,20.25,0.3333333333333333
Chiefs_Ravens_14_2018,316.5,295.0,120.66666666666667,122.0,37.0,27.25,0.8333333333333334,244.5,194.41666666666666,129.16666666666666,87.25,24.75,17.833333333333332,0.5833333333333334
Chargers_Bengals_14_2018,274.25,230.91666666666666,125.16666666666667,104.0,28.333333333333332,20.75,0.75,236.5,279.75,95.0,153.33333333333334,23.833333333333332,30.916666666666668,0.4166666666666667
Packers_Falcons_14_2018,274.9166666666667,224.0,105.66666666666667,127.83333333333333,23.416666666666668,23.916666666666668,0.375,298.5833333333333,263.5,79.0,130.66666666666666,24.666666666666668,27.75,0.3333333333333333
Bills_Jets_14_2018,164.58333333333334,187.16666666666666,121.08333333333333,107.0,14.833333333333334,24.416666666666668,0.3333333333333333,192.41666666666666,248.08333333333334,108.58333333333333,128.33333333333334,20.25,25.583333333333332,0.25
Dolphins_Patriots_14_2018,199.41666666666666,254.75,102.66666666666667,144.66666666666666,20.333333333333332,25.0,0.5,273.4166666666667,262.5,121.66666666666667,106.66666666666667,27.583333333333332,21.583333333333332,0.75
Cowboys_Eagles_14_2018,200.33333333333334,226.91666666666666,131.5,91.25,20.583333333333332,18.583333333333332,0.5833333333333334,257.5,264.3333333333333,103.25,103.66666666666667,21.5,22.166666666666668,0.5
Raiders_Steelers_14_2018,241.58333333333334,243.33333333333334,105.33333333333333,153.25,18.333333333333332,30.583333333333332,0.16666666666666666,320.6666666666667,228.5,93.08333333333333,100.41666666666667,28.833333333333332,23.5,0.625
Giants_Titans_15_2018,248.23076923076923,249.0,105.92307692307692,121.76923076923077,23.615384615384617,25.46153846153846,0.38461538461538464,194.76923076923077,219.15384615384616,124.3076923076923,115.15384615384616,19.307692307692307,19.53846153846154,0.5384615384615384
Broncos_Browns_15_2018,228.3846153846154,264.2307692307692,130.23076923076923,119.15384615384616,22.307692307692307,21.692307692307693,0.46153846153846156,239.15384615384616,277.9230769230769,120.23076923076923,133.30769230769232,22.46153846153846,25.53846153846154,0.4230769230769231
Steelers_Patriots_15_2018,319.0769230769231,233.92307692307693,89.0,96.92307692307692,28.23076923076923,23.53846153846154,0.5769230769230769,278.84615384615387,259.46153846153845,118.23076923076923,113.0,28.0,22.53846153846154,0.6923076923076923
Ravens_Buccaneers_15_2018,235.46153846153845,206.23076923076923,134.15384615384616,87.76923076923077,24.692307692307693,18.53846153846154,0.5384615384615384,331.38461538461536,268.53846153846155,98.6923076923077,119.38461538461539,25.53846153846154,29.46153846153846,0.38461538461538464
Bears_Packers_15_2018,225.69230769230768,226.69230769230768,121.46153846153847,83.23076923076923,27.615384615384617,19.0,0.6923076923076923,266.2307692307692,225.0,108.15384615384616,126.23076923076923,24.23076923076923,23.615384615384617,0.4230769230769231
Jets_Texans_15_2018,190.69230769230768,243.76923076923077,106.23076923076923,132.0,20.76923076923077,25.384615384615383,0.3076923076923077,232.69230769230768,260.61538461538464,136.76923076923077,88.15384615384616,24.846153846153847,19.923076923076923,0.6923076923076923
Panthers_Saints_15_2018,240.69230769230768,254.84615384615384,137.3846153846154,97.76923076923077,24.923076923076923,25.53846153846154,0.46153846153846156,263.6923076923077,271.2307692307692,125.3076923076923,77.61538461538461,34.38461538461539,21.76923076923077,0.8461538461538461
Bills_Lions_15_2018,166.69230769230768,185.84615384615384,125.3076923076923,104.76923076923077,15.461538461538462,24.615384615384617,0.3076923076923077,227.6153846153846,233.46153846153845,103.0,115.23076923076923,20.846153846153847,24.53846153846154,0.38461538461538464
Vikings_Dolphins_15_2018,269.0,215.6153846153846,85.38461538461539,108.0,21.692307692307693,22.384615384615383,0.5,201.23076923076923,261.61538461538464,109.3076923076923,139.46153846153845,21.384615384615383,25.615384615384617,0.5384615384615384
Bengals_Raiders_15_2018,229.92307692307693,273.84615384615387,98.76923076923077,148.07692307692307,23.615384615384617,30.53846153846154,0.38461538461538464,246.0,247.69230769230768,101.46153846153847,144.53846153846155,18.76923076923077,29.846153846153847,0.23076923076923078
Falcons_Cardinals_15_2018,293.84615384615387,255.69230769230768,81.15384615384616,131.23076923076923,24.307692307692307,28.23076923076923,0.3076923076923077,158.30769230769232,210.84615384615384,84.07692307692308,139.46153846153845,13.692307692307692,25.153846153846153,0.23076923076923078
Chiefs_Chargers_15_2018,318.9230769230769,282.0769230769231,118.61538461538461,127.53846153846153,36.23076923076923,27.0,0.8461538461538461,268.7692307692308,224.76923076923077,122.07692307692308,107.07692307692308,28.153846153846153,20.76923076923077,0.7692307692307693
Rams_Eagles_15_2018,289.84615384615387,237.46153846153845,132.69230769230768,124.23076923076923,32.69230769230769,24.076923076923077,0.8461538461538461,254.76923076923077,277.38461538461536,97.92307692307692,106.61538461538461,21.615384615384617,22.692307692307693,0.46153846153846156
Colts_Cowboys_15_2018,279.84615384615387,242.3846153846154,102.53846153846153,102.92307692307692,26.846153846153847,23.076923076923077,0.5384615384615384,218.30769230769232,226.53846153846155,132.30769230769232,86.84615384615384,21.23076923076923,18.923076923076923,0.6153846153846154
Jaguars_Redskins_15_2018,221.69230769230768,203.69230769230768,107.3076923076923,120.38461538461539,16.307692307692307,21.0,0.3076923076923077,206.6153846153846,257.7692307692308,114.07692307692308,112.3076923076923,19.153846153846153,22.846153846153847,0.46153846153846156
49ers_Seahawks_15_2018,239.53846153846155,235.23076923076923,125.6923076923077,107.76923076923077,21.153846153846153,26.923076923076923,0.23076923076923078,193.30769230769232,246.69230769230768,153.84615384615384,113.6923076923077,26.153846153846153,20.46153846153846,0.6153846153846154
Titans_Redskins_16_2018,187.0,218.71428571428572,130.78571428571428,110.28571428571429,19.142857142857142,18.142857142857142,0.5714285714285714,201.57142857142858,240.78571428571428,113.71428571428571,116.57142857142857,18.928571428571427,22.142857142857142,0.5
Saints_Steelers_16_2018,258.5,262.5,127.42857142857143,79.07142857142857,32.785714285714285,20.857142857142858,0.8571428571428571,311.85714285714283,236.64285714285714,93.92857142857143,96.85714285714286,27.428571428571427,22.571428571428573,0.6071428571428571
Seahawks_Chiefs_16_2018,195.0,247.42857142857142,154.85714285714286,112.28571428571429,25.928571428571427,20.857142857142858,0.5714285714285714,312.85714285714283,282.5,114.42857142857143,126.92857142857143,35.642857142857146,27.142857142857142,0.7857142857142857
Lions_Vikings_16_2018,226.21428571428572,230.71428571428572,103.14285714285714,115.35714285714286,20.285714285714285,23.785714285714285,0.35714285714285715,263.92857142857144,202.85714285714286,95.0,111.42857142857143,23.071428571428573,22.0,0.5357142857142857
Raiders_Broncos_16_2018,244.78571428571428,238.78571428571428,99.07142857142857,146.42857142857142,18.571428571428573,29.857142857142858,0.21428571428571427,229.07142857142858,257.85714285714283,123.21428571428571,120.21428571428571,21.857142857142858,21.357142857142858,0.42857142857142855
Panthers_Falcons_16_2018,234.14285714285714,250.28571428571428,134.57142857142858,101.85714285714286,23.785714285714285,24.571428571428573,0.42857142857142855,288.57142857142856,251.21428571428572,90.71428571428571,126.14285714285714,25.428571428571427,27.214285714285715,0.35714285714285715
Chargers_Ravens_16_2018,270.14285714285717,225.42857142857142,121.85714285714286,103.71428571428571,28.214285714285715,21.285714285714285,0.7857142857142857,227.78571428571428,202.64285714285714,141.85714285714286,87.57142857142857,24.357142857142858,18.071428571428573,0.5714285714285714
Colts_Giants_16_2018,273.57142857142856,237.92857142857142,107.92857142857143,103.57142857142857,26.571428571428573,21.428571428571427,0.5714285714285714,245.71428571428572,237.35714285714286,101.71428571428571,128.42857142857142,21.928571428571427,24.857142857142858,0.35714285714285715
Jets_Packers_16_2018,193.35714285714286,243.42857142857142,105.07142857142857,125.92857142857143,20.857142857142858,25.642857142857142,0.2857142857142857,264.0,225.5,106.71428571428571,124.35714285714286,23.714285714285715,23.642857142857142,0.39285714285714285
Cowboys_Buccaneers_16_2018,215.57142857142858,224.07142857142858,130.85714285714286,93.35714285714286,19.714285714285715,19.214285714285715,0.5714285714285714,318.85714285714283,258.5,97.71428571428571,128.14285714285714,24.571428571428573,28.785714285714285,0.35714285714285715
Cardinals_Rams_16_2018,160.78571428571428,211.5,82.35714285714286,144.85714285714286,13.714285714285714,26.214285714285715,0.21428571428571427,292.35714285714283,239.78571428571428,129.07142857142858,123.28571428571429,32.0,24.5,0.7857142857142857
Browns_Bengals_16_2018,234.57142857142858,275.07142857142856,121.21428571428571,126.07142857142857,22.071428571428573,24.857142857142858,0.4642857142857143,222.28571428571428,270.64285714285717,103.92857142857143,142.35714285714286,24.071428571428573,29.5,0.42857142857142855
